,metrics
76,"[0, 4, 1, 0, 0, 2, 1, 0, 7, 7, 59, 0, 5, 14, 5, 5, 0, 0, 0, 1, 0, 0, 13, 0, 0, 12, 0, 0, 1, 10, 2, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 2, 0, 0, 2, 113, 267, 11]"
77,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 19, 13, 4, 1, 2, 4, 114, 273, 14]"
78,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 3, 5, 116, 275, 14]"
79,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 3, 5, 116, 275, 14]"
80,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 4, 4, 116, 275, 14]"
81,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 4, 4, 116, 275, 14]"
82,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 3, 5, 116, 275, 14]"
83,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 3, 5, 116, 275, 14]"
84,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 4, 4, 116, 275, 14]"
85,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 4, 4, 116, 275, 14]"
86,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 3, 5, 116, 275, 14]"
87,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 3, 5, 116, 275, 14]"
88,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 3, 5, 116, 275, 14]"
89,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 3, 5, 116, 275, 14]"
90,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 4, 4, 116, 275, 14]"
91,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 4, 4, 116, 275, 14]"
92,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 3, 5, 116, 275, 14]"
93,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 3, 5, 116, 275, 14]"
94,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 4, 4, 116, 275, 14]"
95,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 4, 4, 116, 275, 14]"
96,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 3, 5, 116, 275, 14]"
97,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 3, 5, 116, 275, 14]"
98,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 4, 4, 116, 275, 14]"
99,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 4, 4, 116, 275, 14]"
100,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 3, 5, 116, 275, 14]"
101,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 3, 5, 116, 275, 14]"
102,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 4, 4, 116, 275, 14]"
103,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 4, 4, 116, 275, 14]"
104,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 3, 5, 116, 275, 14]"
105,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 3, 5, 116, 275, 14]"
106,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 4, 4, 116, 275, 14]"
107,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 4, 4, 116, 275, 14]"
108,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 3, 5, 116, 275, 14]"
109,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 3, 5, 116, 275, 14]"
110,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 4, 4, 116, 275, 14]"
111,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 4, 4, 116, 275, 14]"
112,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 3, 5, 116, 275, 14]"
113,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 3, 5, 116, 275, 14]"
114,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 4, 4, 116, 275, 14]"
115,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 4, 4, 116, 275, 14]"
116,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 3, 5, 116, 275, 14]"
117,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 3, 5, 116, 275, 14]"
118,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 4, 4, 116, 275, 14]"
119,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 4, 4, 116, 275, 14]"
120,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 3, 5, 116, 275, 14]"
121,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 3, 5, 116, 275, 14]"
122,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 4, 4, 116, 275, 14]"
123,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 4, 4, 116, 275, 14]"
124,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 3, 5, 116, 275, 14]"
125,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 3, 5, 116, 275, 14]"
126,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 4, 4, 116, 275, 14]"
127,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 4, 4, 116, 275, 14]"
128,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 3, 5, 116, 275, 14]"
129,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 3, 5, 116, 275, 14]"
130,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 4, 4, 116, 275, 14]"
131,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 4, 4, 116, 275, 14]"
132,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 3, 5, 116, 275, 14]"
133,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 3, 5, 116, 275, 14]"
134,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 4, 4, 116, 275, 14]"
135,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 4, 4, 116, 275, 14]"
136,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 3, 5, 116, 275, 14]"
137,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 3, 5, 116, 275, 14]"
138,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 4, 4, 116, 275, 14]"
139,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 4, 4, 116, 275, 14]"
140,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 3, 5, 116, 275, 14]"
141,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 3, 5, 116, 275, 14]"
142,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 4, 4, 116, 275, 14]"
143,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 4, 4, 116, 275, 14]"
144,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 5, 1, 3, 5, 116, 275, 14]"
145,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 19, 13, 4, 2, 3, 5, 116, 275, 14]"
146,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 19, 13, 4, 1, 4, 4, 116, 275, 14]"
147,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 19, 13, 4, 1, 4, 4, 116, 275, 14]"
148,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 19, 13, 4, 1, 4, 4, 116, 275, 14]"
149,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 19, 13, 4, 1, 4, 4, 116, 275, 14]"
150,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 19, 13, 4, 1, 4, 4, 116, 275, 14]"
151,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 19, 13, 4, 1, 4, 4, 116, 275, 14]"
152,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 19, 13, 4, 1, 4, 4, 116, 275, 14]"
153,"[2, 3, 1, 0, 0, 0, 2, 0, 8, 5, 46, 0, 15, 14, 6, 6, 0, 3, 2, 0, 0, 0, 15, 0, 0, 12, 0, 0, 3, 9, 0, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 19, 13, 4, 1, 4, 4, 116, 275, 14]"
